phrase,diacritics_phrase
"un fel de căldură încerca să se arate. Apoi cu greu a articulat, în așa fel fncat era","un fel de caldura incerca sa se arate. Apoi cu greu a articulat, in asa fel fncat era"
cu neputință să știi dacă spunea acest lucru cu tristețe sau nu:,cu neputinta sa stii daca spunea acest lucru cu tristete sau nu:
"- Mulțumesc, a spus el. Dar slujitorii bisericii n-au prieteni. Ei și-au dăruit","- Multumesc, a spus el. Dar slujitorii bisericii n-au prieteni. Ei si-au daruit"
totul lui Dumnezeu.,totul lui Dumnezeu.
"A cerut crucifixul care era așezat la capătul patului și, după ce l-a primit, s-a","A cerut crucifixul care era asezat la capatul patului si, dupa ce l-a primit, s-a"
întors să-l privească.,intors sa-l priveasca.
"La spital, Paneloux nu descleștă dinții. El s-a supus ca un obiect tuturor","La spital, Paneloux nu desclesta dintii. El s-a supus ca un obiect tuturor"
"tratamentelor care i s-au impus, dar nu mai lăsa din mână crucifixul. În acest","tratamentelor care i s-au impus, dar nu mai lasa din mana crucifixul. In acest"
"timp, cazul preotului continua să fie echivoc. Îndoială persistă în mintea lui","timp, cazul preotului continua sa fie echivoc. Indoiala persista in mintea lui"
"Rieux. Era ciumă. yi totuși nu era. De câtva timp, de altfel, părea să-i facă","Rieux. Era ciuma. yi totusi nu era. De catva timp, de altfel, parea sa-i faca"
"plăcere să deruteze diagnosticele. Dar, în cazul lui Paneloux, ceea ce a urmat a","placere sa deruteze diagnosticele. Dar, in cazul lui Paneloux, ceea ce a urmat a"
arătat limpede că această incertitudine era lipsită de importanță.,aratat limpede ca aceasta incertitudine era lipsita de importanta.
Febra urcă. Tusea devenise din ce în ce mai răgușită și îl tortură pe bolnav toată,Febra urca. Tusea devenise din ce in ce mai ragusita si il tortura pe bolnav toata
"ziua. Seara, în sfârșit, părintele a expectorat această vată care l sufoca. Era roșie.","ziua. Seara, in sfarsit, parintele a expectorat aceasta vata care l sufoca. Era rosie."
"În plin tumult al febrei, Paneloux iyi păstrase privirea indiferentă și, a doua zi","In plin tumult al febrei, Paneloux iyi pastrase privirea indiferenta si, a doua zi"
"dimineața, când a fost găsit mort, pe jumătate răsturnat din pat, privirea luinu","dimineata, cand a fost gasit mort, pe jumatate rasturnat din pat, privirea luinu"
"exprimă nimic. Se scrisese pe ușa lui: ,Caz îndoielnic''.","exprima nimic. Se scrisese pe usa lui: ,Caz indoielnic''."
Sărbătoarea tuturor Sfinților din anul ăsta nu a fost ceea ce era de obicei.,Sarbatoarea tuturor Sfintilor din anul asta nu a fost ceea ce era de obicei.
"Desigur, vremea era aga cum trebuia să fie. Se schimbase brusc și căildurile târzii","Desigur, vremea era aga cum trebuia sa fie. Se schimbase brusc si caildurile tarzii"
"făcuseră dintr-o dată loc frigului. Ca și în ceilalți ani, un vântrece suflă acum","facusera dintr-o data loc frigului. Ca si in ceilalti ani, un vantrece sufla acum"
"încontinuu. Nori groși alergau dintr-o parte într-alta a orizontului, acopereau cu","incontinuu. Nori grosi alergau dintr-o parte intr-alta a orizontului, acopereau cu"
"umbra casele peste care, după trecerea lor, recădea lumina rece și aurie a cerului","umbra casele peste care, dupa trecerea lor, recadea lumina rece si aurie a cerului"
"de noiembrie, își făcuseră apariția primele impermeabile. Dar se observă un","de noiembrie, isi facusera aparitia primele impermeabile. Dar se observa un"
număr surprinzător de stofe cauciucate și lucioase. Ziarele povestiseră într-,numar surprinzator de stofe cauciucate si lucioase. Ziarele povestisera intr-
"adevăr că, cu două sute de ani în urmă, în timpul marilor ciume din sudul","adevar ca, cu doua sute de ani in urma, in timpul marilor ciume din sudul"
"Franței, medicii purtau, pentru a se feri, stofe trecute prin ulei. Magazinele","Frantei, medicii purtau, pentru a se feri, stofe trecute prin ulei. Magazinele"
profitaseră de asta pentru a desface un stoc de haine demodate datorită cărora,profitasera de asta pentru a desface un stoc de haine demodate datorita carora
fiecare speră să devină imun.,fiecare spera sa devina imun.
Dar toate aceste semne ale anotimpului nu te puteau face să uiți că cimitirele,Dar toate aceste semne ale anotimpului nu te puteau face sa uiti ca cimitirele
"erau părăsite. În ceilalți ani, tramvaiele erau pline de mirosul fad al","erau parasite. In ceilalti ani, tramvaiele erau pline de mirosul fad al"
crizantemelor șl grupuri de femei se duceau la locurile unde rudele lor erau,crizantemelor sl grupuri de femei se duceau la locurile unde rudele lor erau
îngropate să depună flori pe mormântul lor. Era ziua în care se încerca să se,ingropate sa depuna flori pe mormantul lor. Era ziua in care se incerca sa se
compenseze pe lângă defunct izolarea și uitarea în care fusese lăsat timp de luni,compenseze pe langa defunct izolarea si uitarea in care fusese lasat timp de luni
"întregi. Dar anul acesta, nimeni nu mai voia să se gândească la cei morți. Se","intregi. Dar anul acesta, nimeni nu mai voia sa se gandeasca la cei morti. Se"
gândeau și așa prea mult la ei. Sînu mai era vorba să revii la mormântul lor cu,gandeau si asa prea mult la ei. Sinu mai era vorba sa revii la mormantul lor cu
puțin regret și multă melancolie. Nu mai erau părasiții lângă care vii să te,putin regret si multa melancolie. Nu mai erau parasitii langa care vii sa te
justifici într-o zi pe an. Erau intrușii pe care vrei să-i uiți. Iată de ce anul acesta,justifici intr-o zi pe an. Erau intrusii pe care vrei sa-i uiti. Iata de ce anul acesta
"Ziua Morților a fost întrucâtva suprimată. După cum spunea Cottard, la care","Ziua Mortilor a fost intrucatva suprimata. Dupa cum spunea Cottard, la care"
"Tarrou observă un limbaj din ce în ce mai ironic, în fiecare zi era Ziua Morților.","Tarrou observa un limbaj din ce in ce mai ironic, in fiecare zi era Ziua Mortilor."
"i realmente, focurile sărbătorești ale ciumei ardeau în crematoriu cu o veselie","i realmente, focurile sarbatoresti ale ciumei ardeau in crematoriu cu o veselie"
"tot mai mare. Cei drept, de la o zi la alta flagelul se instalase cât mai comod","tot mai mare. Cei drept, de la o zi la alta flagelul se instalase cat mai comod"
parcă în forma lui paroxistică și vădea în omorurile lui zilnice precizia și,parca in forma lui paroxistica si vadea in omorurile lui zilnice precizia si
regularitatea unui bun funcționar. În principiu și după părerea personalităților,regularitatea unui bun functionar. In principiu si dupa parerea personalitatilor
"competențe, acesta era un semn bun. Graficul progreselor ciumei, cu creșterea","competente, acesta era un semn bun. Graficul progreselor ciumei, cu cresterea"
"lui neîncetată, urmată apoi de o lungă linie staționară i se părea de pildă","lui neincetata, urmata apoi de o lunga linie stationara i se parea de pilda"
"doctorului Richard foarte reconfortant. ,,Este un grafic bun, excelent'', spunea el.","doctorului Richard foarte reconfortant. ,,Este un grafic bun, excelent'', spunea el."
El socotea că maladia atinsese ceea ce numea el un prag constant. De acum,El socotea ca maladia atinsese ceea ce numea el un prag constant. De acum
încolo ea nu mai putea decât să descrească. Richard credea că meritul este al,incolo ea nu mai putea decat sa descreasca. Richard credea ca meritul este al
"noului ser al lui Castel, care, într-adevăr, tocmai cunoscuse câteva succese","noului ser al lui Castel, care, intr-adevar, tocmai cunoscuse cateva succese"
"neașteptate. Bătrânul Castel nu-l contrazicea, dar consideră cai de fapt nu se","neasteptate. Batranul Castel nu-l contrazicea, dar considera cai de fapt nu se"
"putea prevedea nimic, istoria epidemiilor comportând salturi neprevăzute.","putea prevedea nimic, istoria epidemiilor comportand salturi neprevazute."
"Prefectura, care dorea de multă vreme să potolească spiritul public și căreia","Prefectura, care dorea de multa vreme sa potoleasca spiritul public si careia"
"ciuma nu-i dădea posibilitatea s-o facă, își propunea să întrunească medicii","ciuma nu-i dadea posibilitatea s-o faca, isi propunea sa intruneasca medicii"
"pentru a le cere un raport pe această temă, când doctorul Richard a fost și el","pentru a le cere un raport pe aceasta tema, cand doctorul Richard a fost si el"
răpus de ciumă și tocmai în pragul scăderii molimei.,rapus de ciuma si tocmai in pragul scaderii molimei.
"Administrația, în fața acestui exemplu, impresionant lucru fără îndoială, dar","Administratia, in fata acestui exemplu, impresionant lucru fara indoiala, dar"
"care la urma urmei nu dovedea nimic, a redevenit pesimistă cu aceeași","care la urma urmei nu dovedea nimic, a redevenit pesimista cu aceeasi"
"inconsecvența cu care devenise mai întâi optimistă. Castel, fn ceea ce-l privea, se","inconsecventa cu care devenise mai intai optimista. Castel, fn ceea ce-l privea, se"
marginea să-gi prepare serul lui cu cât de multă grijă putea. În orice căznu mai,marginea sa-gi prepare serul lui cu cat de multa grija putea. In orice caznu mai
există un singur loc public care sânu fi fost transformat în spital sau în carantină,exista un singur loc public care sanu fi fost transformat in spital sau in carantina
și dacă se mai respectă încă prefectura era pentru că trebuia totuși păstrat un loc,si daca se mai respecta inca prefectura era pentru ca trebuia totusi pastrat un loc
de întrunire. Dar în general și ca urmare a stabilității relative a ciumei în acea,de intrunire. Dar in general si ca urmare a stabilitatii relative a ciumei in acea
"epocă, organizarea concepută de Rieuxnu a fost de loc depășită. Medicii și","epoca, organizarea conceputa de Rieuxnu a fost de loc depasita. Medicii si"
ajutoarele care depuneau un efort istovitor nu erau obligați să se gândească la,ajutoarele care depuneau un efort istovitor nu erau obligati sa se gandeasca la
"eforturi și mai mari. Ei trebuiau numai să continue cu regularitate, dacă se poate","eforturi si mai mari. Ei trebuiau numai sa continue cu regularitate, daca se poate"
"spune aga, această muncă supraomenească. Formele pulmonare ale epidemiei","spune aga, aceasta munca supraomeneasca. Formele pulmonare ale epidemiei"
"care se manifestaseră se înmulțeau acum în cele patru colțuri ale orașului, ca și","care se manifestasera se inmulteau acum in cele patru colturi ale orasului, ca si"
cum vântul aprindea și întreținea incendii în piepturi. În toiul vărsăturilor de,cum vantul aprindea si intretinea incendii in piepturi. In toiul varsaturilor de
"sânge, bolnavii erau răpuși mult mai repede. Molima riscă acum să fie mai mare,","sange, bolnavii erau rapusi mult mai repede. Molima risca acum sa fie mai mare,"
"în această nouă formă a epidemiei. E adevărat, părerile specialigților fuseseră","in aceasta noua forma a epidemiei. E adevarat, parerile specialigtilor fusesera"
întotdeauna contradictorii asupra acestui punct. Pentru mai multă siguranță,intotdeauna contradictorii asupra acestui punct. Pentru mai multa siguranta
"totugi, personalul sanitar continuă să respire sub măști de tifon dezinfectate. La","totugi, personalul sanitar continua sa respire sub masti de tifon dezinfectate. La"
"prima vedere, în orice caz, boala ar fi trebuit să se extindă. Dar cum cazurile de","prima vedere, in orice caz, boala ar fi trebuit sa se extinda. Dar cum cazurile de"
"ciuma bubonică se împuținau, balanța era în echilibru.","ciuma bubonica se imputinau, balanta era in echilibru."
Mai puteau exista totuși alte subiecte de neliniște ca urmare a greutăților de,Mai puteau exista totusi alte subiecte de neliniste ca urmare a greutatilor de
alimentare care cu timpul creșteau. Specula își scosese capul și alimente de,alimentare care cu timpul cresteau. Specula isi scosese capul si alimente de
"primanecesitate care lipseau pe piața zilnică se ofereau la negru, la prețuri","primanecesitate care lipseau pe piata zilnica se ofereau la negru, la preturi"
"fabuloase. Familiile sărace se aflau așadar într-o situație foarte grea, în timp ce","fabuloase. Familiile sarace se aflau asadar intr-o situatie foarte grea, in timp ce"
"familiile bogate nu duceau lipsă de aproape nimic. Deși ciuma, prin","familiile bogate nu duceau lipsa de aproape nimic. Desi ciuma, prin"
"imparțialitatea eficace cu care funcționa, ar fi trebuit să întărească ideea de","impartialitatea eficace cu care functiona, ar fi trebuit sa intareasca ideea de"
"egalitate între concetățenii noștri, dimpotrivă, prin jocul normal al egoismului, ea","egalitate intre concetatenii nostri, dimpotriva, prin jocul normal al egoismului, ea"
"ascuțea și mai mult în inima oamenilor sentimentul nedreptății. Rămânea,","ascutea si mai mult in inima oamenilor sentimentul nedreptatii. Ramanea,"
"bineînțeles, egalitatea ireproșabilă a morții, dar pe asta nimeni n-o dorea. Săracii","bineinteles, egalitatea ireprosabila a mortii, dar pe asta nimeni n-o dorea. Saracii"
care sufereau de foame se gândeau cu și mai multă nostalgie la orașele și la,care sufereau de foame se gandeau cu si mai multa nostalgie la orasele si la
"satele vecine, unde viața era liberă și unde pâinea era ieftină. Din moment ce nu","satele vecine, unde viata era libera si unde painea era ieftina. Din moment ce nu"
"li se putea da suficientă hrană, ei aveau sentimentul, de altminteri cam nesocotit,","li se putea da suficienta hrana, ei aveau sentimentul, de altminteri cam nesocotit,"
că ar fi trebuit să li se permită să plece. Aga încât circula o lozincă pe care o,ca ar fi trebuit sa li se permita sa plece. Aga incat circula o lozinca pe care o
"puteai citi uneori pe pereții caselor, iar alteori era strigată la trecerea prefectului:","puteai citi uneori pe peretii caselor, iar alteori era strigata la trecerea prefectului:"
",Pâine sau aer''. Această formulă ironică a dat semnalul unor manifestații repede",",Paine sau aer''. Aceasta formula ironica a dat semnalul unor manifestatii repede"
"reprimate, dar al căror caracter grav nu a scăpat nimănui.","reprimate, dar al caror caracter grav nu a scapat nimanui."
"Ziarele, firește, se supuneau cu orice preț consemnului de optimism pe care îl","Ziarele, fireste, se supuneau cu orice pret consemnului de optimism pe care il"
"primiseră. Citindu-le, găseai în ele ca ceea ce caracteriza situația era ,exemplul","primisera. Citindu-le, gaseai in ele ca ceea ce caracteriza situatia era ,exemplul"
"emoționant de calm și sânge rece'' pe care îl dădea populația, dar într-un oraș","emotionant de calm si sange rece'' pe care il dadea populatia, dar intr-un oras"
"închis fn el fnsuși, unde nimic nu putea să rămână secret, nimeni nu se înșela","inchis fn el fnsusi, unde nimic nu putea sa ramana secret, nimeni nu se insela"
"asupra ,exemplului'' dat de comunitate. i pentru a avea o idee exactă a calmului","asupra ,exemplului'' dat de comunitate. i pentru a avea o idee exacta a calmului"
"gi a sângelui rece despre care era vorba, era destul să intriintr-un loc de","gi a sangelui rece despre care era vorba, era destul sa intriintr-un loc de"
carantină sau într-una din taberele de izolare care fuseseră organizate de,carantina sau intr-una din taberele de izolare care fusesera organizate de
"administrație. Întâmplarea face ca naratorul, ocupat fiind fn altă parte, nu le-a","administratie. Intamplarea face ca naratorul, ocupat fiind fn alta parte, nu le-a"
cunoscut. Și de aceea el nu poate cita aici decât mărturia lui Tarrou.,cunoscut. Si de aceea el nu poate cita aici decat marturia lui Tarrou.
"Tarrou face, într-adevăr, în carnetele sale, descrierea unei vizite pe care o","Tarrou face, intr-adevar, in carnetele sale, descrierea unei vizite pe care o"
întreprinsese împreună cu Rambert în tabăra instalată pe stadionul municipal.,intreprinsese impreuna cu Rambert in tabara instalata pe stadionul municipal.
Stadionul e așezat cam la porțile orașului și o parte din el dă fn strada pe care,Stadionul e asezat cam la portile orasului si o parte din el da fn strada pe care
"trec tramvaiele, iar cealaltă spre locuri virane care se întind până la marginea","trec tramvaiele, iar cealalta spre locuri virane care se intind pana la marginea"
"podișului pe care e clădit orayul. Este fnconjurat, cum se obișnuiește, de ziduri","podisului pe care e cladit orayul. Este fnconjurat, cum se obisnuieste, de ziduri"
înalte din ciment și fusese suficient să se așeze santinele la cele patru porți de,inalte din ciment si fusese suficient sa se aseze santinele la cele patru porti de
"intrare pentru a face dificilă evadarea. De asemenea, zidurile împiedicau oamenii","intrare pentru a face dificila evadarea. De asemenea, zidurile impiedicau oamenii"
din afară să-i stingherească prin curiozitatea lor pe nefericiții care erau puși în,din afara sa-i stinghereasca prin curiozitatea lor pe nefericitii care erau pusi in
"carantină. În schimb, aceștia auzeau cât era ziua de mare, fără să le vadă trecând,","carantina. In schimb, acestia auzeau cat era ziua de mare, fara sa le vada trecand,"
"tramvaiele și ghiceau, după rumoarea mai mare pe care o târau cu ele, orele de","tramvaiele si ghiceau, dupa rumoarea mai mare pe care o tarau cu ele, orele de"
sosire și de ieșire din birouri. Ei știau astfel că viața de la care erau excluși își,sosire si de iesire din birouri. Ei stiau astfel ca viata de la care erau exclusi isi
urmă cursul la câțiva metri de ei și că zidurile de ciment despărțeau două,urma cursul la cativa metri de ei si ca zidurile de ciment desparteau doua
universuri mai străine unul de altul decât dacă s-ar fi aflat pe planete diferite.,universuri mai straine unul de altul decat daca s-ar fi aflat pe planete diferite.
"Într-o duminică după-amiază, Tarrou și Rambert s-au hotărât să se îndrepte spre","Intr-o duminica dupa-amiaza, Tarrou si Rambert s-au hotarat sa se indrepte spre"
"stadion. Erau însoțiți de Gonzales, jucătorul de fotbal, pe care Rambert fl","stadion. Erau insotiti de Gonzales, jucatorul de fotbal, pe care Rambert fl"
regăsise și care primise până la urmă să conducă cu schimbul supravegherea,regasise si care primise pana la urma sa conduca cu schimbul supravegherea
stadionului. Rambert trebuia să-l prezinte administratorului lagărului. Gonzales,stadionului. Rambert trebuia sa-l prezinte administratorului lagarului. Gonzales
"spusese celor doi, fn momentul în care se fntâlniseră, că era ora în care, înainte","spusese celor doi, fn momentul in care se fntalnisera, ca era ora in care, inainte"
"de ciumă, el își schimbă costumul ca să înceapă meciul. Acum, că stadioanele","de ciuma, el isi schimba costumul ca sa inceapa meciul. Acum, ca stadioanele"
"erau rechiziționate, asta nu mai era posibil și Gonzales se simțea fără rost și avea","erau rechizitionate, asta nu mai era posibil si Gonzales se simtea fara rost si avea"
aerul unuia care tăie frunza la câini. Era unul din motivele pentru care acceptase,aerul unuia care taie frunza la caini. Era unul din motivele pentru care acceptase
"această supraveghere, cu condiția să n-o exercite decât la sfârșitul săptămânii.","aceasta supraveghere, cu conditia sa n-o exercite decat la sfarsitul saptamanii."
"Cerul era pe jumătate acoperit și Gonzales, cu nasul în vânt, observă cu regret ca","Cerul era pe jumatate acoperit si Gonzales, cu nasul in vant, observa cu regret ca"
"acest timp, nici ploios, nici cald, era cel mai potrivit pentru o partidă bună.","acest timp, nici ploios, nici cald, era cel mai potrivit pentru o partida buna."
"Vorbea și el cum se pricepea de mirosul de cataplasme din vestiare, de tribunele","Vorbea si el cum se pricepea de mirosul de cataplasme din vestiare, de tribunele"
"înțesate până la refuz, de maiourile fn culori vii pe terenul roșcat, de lămâile","intesate pana la refuz, de maiourile fn culori vii pe terenul roscat, de lamaile"
dintre reprize sau de limonada care înțeapă cu mii de ace răcoritoare gâtlejurile,dintre reprize sau de limonada care inteapa cu mii de ace racoritoare gatlejurile
"uscate. Tarrou notează de altfel că în tot timpul drumului, prin străzile","uscate. Tarrou noteaza de altfel ca in tot timpul drumului, prin strazile"
"desfundate ale mahalalei, jucătorul nu înceta să dea cu piciorul în pietricelele pe","desfundate ale mahalalei, jucatorul nu inceta sa dea cu piciorul in pietricelele pe"
care le întâlnea. El încerca să le trimită direct în canale și când reușea spunea,care le intalnea. El incerca sa le trimita direct in canale si cand reusea spunea
",unu la zero''. Când și isprăvea țigara, scuipă mucul înaintea lui și fncerca să-l",",unu la zero''. Cand si ispravea tigara, scuipa mucul inaintea lui si fncerca sa-l"
"prindă din zbor cu piciorul. Lângă stadion, niște copii care se jucau trimiseră o","prinda din zbor cu piciorul. Langa stadion, niste copii care se jucau trimisera o"
minge spre grupul care trecea și Gonzales s-a abătut ca să le-o întoarcă cu,minge spre grupul care trecea si Gonzales s-a abatut ca sa le-o intoarca cu
precizie.,precizie.
Au intrat în sfârșit pe stadion. Tribunele erau pline de lume. Dar terenul era,Au intrat in sfarsit pe stadion. Tribunele erau pline de lume. Dar terenul era
acoperit cu sute de corturi roșii înăuntrul cărora se zăreau de departe așternuturi,acoperit cu sute de corturi rosii inauntrul carora se zareau de departe asternuturi
de pat și baloturi. Se păstraseră tribunele pentru ca internații să se poată adăposti,de pat si baloturi. Se pastrasera tribunele pentru ca internatii sa se poata adaposti
"pe timp de căldură sau de ploaie. Trebuiau, pur și simplu, la apusul soarelui, să","pe timp de caldura sau de ploaie. Trebuiau, pur si simplu, la apusul soarelui, sa"
se întoarcă în corturi. Sub tribune se aflau dușurile care fuseseră amenajate,se intoarca in corturi. Sub tribune se aflau dusurile care fusesera amenajate
dinainte și fostele vestiare ale jucătorilor care fuseseră transformate în birouri și,dinainte si fostele vestiare ale jucatorilor care fusesera transformate in birouri si
infirmerii. Cea mai mare parte dintre internați stăteau în tribune. Alții rătăceau,infirmerii. Cea mai mare parte dintre internati stateau in tribune. Altii rataceau
pe tusa. Unii stăteau pe vine la intrarea corturilor lor și-gi lăsau ochii să lunece,pe tusa. Unii stateau pe vine la intrarea corturilor lor si-gi lasau ochii sa lunece
"peste toate, cu o privire nedeslușită. În tribune, mulți stăteau prăbușiți și păreau","peste toate, cu o privire nedeslusita. In tribune, multi stateau prabusiti si pareau"
ca așteaptă.,ca asteapta.
- Ce fac toată ziua L-a întrebat Tarrou pe Rambert.,- Ce fac toata ziua L-a intrebat Tarrou pe Rambert.
- Nimic.,- Nimic.
"Aproape toți, fntr-adevăr, stăteau cu brațele spânzurând și cu mâinile goale.","Aproape toti, fntr-adevar, stateau cu bratele spanzurand si cu mainile goale."
Această uriașă adunare de oameni era ciudat de tăcută.,Aceasta uriasa adunare de oameni era ciudat de tacuta.
"- În primele zile nici nu te puteai înțelege aici, zise Rambert. Dar pe măsură","- In primele zile nici nu te puteai intelege aici, zise Rambert. Dar pe masura"
"ce au trecut zilele, au început să vorbească din ce în ce mai puțin.","ce au trecut zilele, au inceput sa vorbeasca din ce in ce mai putin."
"Dacă ar fi să dăm crezare notelor sale, Tarrou fi fnțelegea și îi vedea chiar de la","Daca ar fi sa dam crezare notelor sale, Tarrou fi fntelegea si ii vedea chiar de la"
"început cum stăteau înghesuiți în corturile lor, ocupați să asculte bâzâitul","inceput cum stateau inghesuiti in corturile lor, ocupati sa asculte bazaitul"
"muștelor sau să se scarpine, vărsându-și mânia sau mărturisindu-și spaima când","mustelor sau sa se scarpine, varsandu-si mania sau marturisindu-si spaima cand"
găseau o ureche binevoitoare să-i asculte. Dar începând din momentul în care,gaseau o ureche binevoitoare sa-i asculte. Dar incepand din momentul in care
"tabăra fusese suprapopulată, se găsiseră din ce în ce mai puține urechi","tabara fusese suprapopulata, se gasisera din ce in ce mai putine urechi"
binevoitoare. Nu le mai rămânea așadar decât tăcerea și neîncrederea. Există,binevoitoare. Nu le mai ramanea asadar decat tacerea si neincrederea. Exista
"într-adevăr un fel de neîncredere care cădea din cerul cenușiu, luminos totugl,","intr-adevar un fel de neincredere care cadea din cerul cenusiu, luminos totugl,"
peste tabăra roșie.,peste tabara rosie.
"Da, toți aveau un aer de neîncredere. Din moment ce fuseseră despărțiți de","Da, toti aveau un aer de neincredere. Din moment ce fusesera despartiti de"
"ceilalți, asta nu era fără justificare și aveau înfățișarea celor care 1yi cauta","ceilalti, asta nu era fara justificare si aveau infatisarea celor care 1yi cauta"
justificările și care se tem. Fiecare dintre cei la care Tarrou se uită avea o privire,justificarile si care se tem. Fiecare dintre cei la care Tarrou se uita avea o privire
"lipsită de preocupări, toți aveau aerul că suferă de o despărțire foarte generală de","lipsita de preocupari, toti aveau aerul ca sufera de o despartire foarte generala de"
"ceea ce constituia viața lor. i cum nu se puteau gândi mereu la moarte, nu se","ceea ce constituia viata lor. i cum nu se puteau gandi mereu la moarte, nu se"
"gândeau la nimic. Erau în vacanță. ,,Dar cel mai rău, scria Tarrou, este că sunt","gandeau la nimic. Erau in vacanta. ,,Dar cel mai rau, scria Tarrou, este ca sunt"
niște uitați și că o știu și ei. Cei care îi cunoșteau fi uitaseră pentru că se gândeau,niste uitati si ca o stiu si ei. Cei care ii cunosteau fi uitasera pentru ca se gandeau
"la altceva și era și de înțeles. Cât despre cei care fi iubeau, îi uitaseră și aceștia","la altceva si era si de inteles. Cat despre cei care fi iubeau, ii uitasera si acestia"
pentru că trebuiau să se epuizeze în demersuri și în încercări de a-i scoate de-,pentru ca trebuiau sa se epuizeze in demersuri si in incercari de a-i scoate de-
"acolo. Tot gândindu-se la ceea ce întreprindeau, ei nu se mai gândeau la cei pe","acolo. Tot gandindu-se la ceea ce intreprindeau, ei nu se mai gandeau la cei pe"
"care era vorba să-i scoată. Asta era, de asemenea, normal. Și în cele din urmă îți","care era vorba sa-i scoata. Asta era, de asemenea, normal. Si in cele din urma iti"
"dai seama că nimeninu este cu adevărat în stare să se gândească la cineva, fie","dai seama ca nimeninu este cu adevarat in stare sa se gandeasca la cineva, fie"
"chiar și în cea mai rea dintre nenorociri. Caici a te gândi cu adevărat la cineva,","chiar si in cea mai rea dintre nenorociri. Caici a te gandi cu adevarat la cineva,"
"înseamnă a te gândi la el minut cu minut, fără să fii abătut de nimic, nici de","inseamna a te gandi la el minut cu minut, fara sa fii abatut de nimic, nici de"
"grijile gospodăriei, nici de bâzâitul unei muște, nici de mese, nici de o","grijile gospodariei, nici de bazaitul unei muste, nici de mese, nici de o"
mâncărime. Dar există fntotdeauna muște și mâncărimi. De aceea viața este greu,mancarime. Dar exista fntotdeauna muste si mancarimi. De aceea viata este greu
de trăit. Și cei de aici o știu bine.,de trait. Si cei de aici o stiu bine.
"Administratorul, care revenea spre ei, i-a spus că un domn, Othon, vrea să-i","Administratorul, care revenea spre ei, i-a spus ca un domn, Othon, vrea sa-i"
"vadă. L-a condus pe Gonzales în biroul său, apoi i-a dus pe Tarrou și pe Rambert","vada. L-a condus pe Gonzales in biroul sau, apoi i-a dus pe Tarrou si pe Rambert"
"spre un colț al tribunelor, de unde domnul Othon, care se așezase mai la o parte,","spre un colt al tribunelor, de unde domnul Othon, care se asezase mai la o parte,"
s-a ridicat să-i fntâmpine. Era îmbrăcat tot în același fel și purta același guler,s-a ridicat sa-i fntampine. Era imbracat tot in acelasi fel si purta acelasi guler
tare. Tarrou a observat numai că smocurile luide la tâmple erau mult mai,tare. Tarrou a observat numai ca smocurile luide la tample erau mult mai
zbârlite și că unul din șireturi îi era desfăcut. Judecătorul avea un aer obosit și,zbarlite si ca unul din sireturi ii era desfacut. Judecatorul avea un aer obosit si
nici o singură dată el nu și-a privit interlocutorii în față. A spus că era bucuros,nici o singura data el nu si-a privit interlocutorii in fata. A spus ca era bucuros
că-i vedea și că-i ruga să-i mulțumească doctorului Rieux pentru tot ce făcuse.,ca-i vedea si ca-i ruga sa-i multumeasca doctorului Rieux pentru tot ce facuse.
Ceilalți au tăcut.,Ceilalti au tacut.
"- Sper, zise judecătorul după un timp, că Philippe n-a suferit prea mult.","- Sper, zise judecatorul dupa un timp, ca Philippe n-a suferit prea mult."
Era prima oară când Tarrou îl auzea pronunțând numele fiului său și a înțeles că,Era prima oara cand Tarrou il auzea pronuntand numele fiului sau si a inteles ca
"ceva se schimbase. Soarele cobora la orizont și, între doi nori, razele lui intrau","ceva se schimbase. Soarele cobora la orizont si, intre doi nori, razele lui intrau"
"lateral în tribune, aurind chipurile celor trei.","lateral in tribune, aurind chipurile celor trei."
"- Nu, a spus Tarrou, nu, într-adevăr, n-a suferit.","- Nu, a spus Tarrou, nu, intr-adevar, n-a suferit."
"După ce s-au retras, judecătorul continuă să privească înspre partea unde lucea","Dupa ce s-au retras, judecatorul continua sa priveasca inspre partea unde lucea"
soarele.,soarele.
S-au dus să-i spună la revedere lui Gonzales care studia un tabel de,S-au dus sa-i spuna la revedere lui Gonzales care studia un tabel de
supraveghere prin schimburi. Jucătorul a râs strângându-le mâinile.,supraveghere prin schimburi. Jucatorul a ras strangandu-le mainile.
"- Am regăsit cel puțin vestiarele, spunea el, e și asta ceva.","- Am regasit cel putin vestiarele, spunea el, e si asta ceva."
"Puțin după aceea, administratorul îi petrecea pe Tarrou și pe Rambert, când un","Putin dupa aceea, administratorul ii petrecea pe Tarrou si pe Rambert, cand un"
"sfârâit nemaipomenit s-a auzit din tribune. Apoi difuzoarele care, în vremuri mai","sfarait nemaipomenit s-a auzit din tribune. Apoi difuzoarele care, in vremuri mai"
"bune, erau folosite să anunțe rezultatul meciurilor sau să prezinte echipele,","bune, erau folosite sa anunte rezultatul meciurilor sau sa prezinte echipele,"
"declarară cu o voce nazală, că internații trebuiau să se întoarcă la corturile lor","declarara cu o voce nazala, ca internatii trebuiau sa se intoarca la corturile lor"
"pentru ca să poată fi distribuită masa de seară. Agale, oamenii au părăsit","pentru ca sa poata fi distribuita masa de seara. Agale, oamenii au parasit"
